,count_of_sizes,colors,product_code,star_rating,Size,comfort,quality,n_reviews,yes_recommendations,%_recommended
888,18,"['Light Silver/Deep Jungle/Honeydew/White', 'Sesame/Guava Ice/Red Stardust/Deep Jungle', 'Black/Anthracite/White/Summit White', 'Melon Tint/Campfire Orange/Bright Mandarin/Coconut Milk', 'Jade Ice/Emerald Rise/Clear Jade/White', 'Rush Fuchsia/Fuchsia Dream/Black/Light Lemon Twist', 'Pale Vanilla/Topaz Gold/Sanddrift/Sea Coral', 'Summit White/Pure Platinum/White/Black', 'Phantom/Bright Cactus/Light Bone/Medium Soft Pink', 'Black/Sail/Pink Spell/Brilliant Orange']",DV2757-201,4.3,40.0,85.0,46.76,72.0,11.0,15.28
889,13,"['White/Cool Grey/Black', 'White/Black/Sail/Metallic Gold', 'White/Black/Sail/Game Royal', 'Black/Black/Anthracite/White', 'White/Sail/Black/Clover', 'Cacao Wow/Black/University Red/Sanddrift']",DX4397-170,4.8,50.0,97.0,78.41,17.0,15.0,88.24
890,17,"['Midnight Navy/Dark Obsidian/Black/White', 'University Red/Light Crimson/Black/White', 'White/Pure Platinum/Black', 'Black/Anthracite/Cool Grey/White', 'Pewter/Wolf Grey/White/Black']",FB9728-600,0,,,,0.0,,
891,16,['Black/Black'],AQ1199-001,4.1,42.0,78.0,60.0,13.0,,
892,17,"['White/Platinum Tint/White', 'Light Orewood Brown/Phantom/Light Orewood Brown', 'Fierce Pink/Red Stardust/Fierce Pink', 'Black/Anthracite/Black', 'Deep Royal Blue/Royal Pulse/Deep Royal Blue', 'Bordeaux/Cedar/Bordeaux']",HF0795-101,,,,,,,
893,2,"['Game Royal/University Red/Photo Blue/Black', 'Phantom/Action Grape/White/Action Green', 'Guava Ice/White/Black/Medium Soft Pink', 'Black/Coconut Milk/Vivid Sulfur/Light Silver', 'White/Black/Phantom/Light Smoke Grey']",DR8785-401,4.5,38.0,75.0,44.41,252.0,51.0,20.24
894,17,"['Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color']",FB2382-900,,,,,,,
895,5,['Black/Dark Smoke Grey/Smoke Grey/White'],DO9387-001,4.5,70.0,80.0,75.0,8.0,,
896,20,"['Light Bone/Cobblestone/Gum Light Brown/Light Bone', 'Black/Bright Cactus/Chrome']",DR0508-001,4,20.0,60.0,40.0,5.0,,
897,2,"['Summit White/Ironstone/Black/Red Stardust', 'Photon Dust/Cool Grey/Black/Light Thistle']",DM0029-105,4.9,48.0,91.0,48.12,429.0,23.0,5.36
898,9,"['Coconut Milk/University Blue/Light Orewood Brown/Hot Punch', 'Light Menta/Lilac/Mint Foam/White', 'Black/University Blue/Smoke Grey/White', 'Black/Wolf Grey/White/Black', 'White/Barely Volt/Grey Fog/Black', 'Cobblestone/Ironstone/Magic Ember/Black', 'Dark Marina Blue/Pink Gaze/Midnight Navy/Celestine Blue', 'Sail/Rattan/Yellow Strike/Smoke Grey']",DM0825-103,4.7,46.0,83.0,44.56,469.0,22.0,4.69
899,17,"['Black/Black/Black/Anthracite', 'Black/Mica Green/Deep Jungle/Black', 'Black/Anthracite/White', 'Wolf Grey/Cool Grey/University Red/Black', 'Phantom/Football Grey/Volt/White', 'White/Pure Platinum/Black', 'Black/Clear Jade Ii/Vivid Sulfur/Metallic Dark Grey']",DX3666-005,4.7,50.0,93.0,81.0,7.0,7.0,100.0
900,12,['Laser Orange/Black/Light Orewood Brown/Hyper Jade'],FQ9044-800,4,,50.0,75.0,1.0,1.0,100.0
901,2,"['White/Black/Game Royal', 'Sail/Anthracite/Coconut Milk/University Gold', 'Black/Iron Grey/Blue Tint/White', 'Black/Cement Grey/Picante Red', 'Black/Black/White', 'Black/Black/Black', 'White/University Red/Black/Wolf Grey', 'White/White/Black']",FQ0205-133,4.5,50.0,75.0,75.0,2.0,2.0,100.0
902,7,['White/Game Royal/Black'],DM9015-105,1,50.0,100.0,75.0,1.0,,
903,14,"['Green Strike/Mica Green/Opti Yellow/Black', 'University Red/Bright Crimson/Summit White/White', 'Game Royal/University Blue/Summit White/White', 'White/Pure Platinum/Black', 'Black/Iron Grey/White']",CT6649-414,4.7,50.0,75.0,42.05,88.0,1.0,1.14
904,14,"['Metallic Silver/White/Light Smoke Grey/Black', 'White/Pure Platinum/Metallic Silver', 'Black/Anthracite/White', 'Volt/Mica Green/Opti Yellow/Black', 'University Red/Anthracite/Summit White/White', 'Game Royal/Anthracite/Summit White/White', 'Black/Blue Lightning/Active Fuchsia/White', 'Black/Dark Smoke Grey/Iron Grey/White', 'White/Pure Platinum/Metallic Silver']",DA5457-010,0,,,,0.0,,
905,17,['Sail/Gum Light Brown/University Blue'],FJ1683-100,5,50.0,88.0,79.33,4.0,4.0,100.0
906,16,"['Black/Barely Volt/Black', 'Wolf Grey/Barely Volt/Black/White', 'Black/Barely Volt/Black/White', 'White/Barely Volt/Black']",DJ6258-100,4.3,39.0,89.0,44.21,65.0,3.0,4.62
907,8,"['Metallic Silver/White/Light Smoke Grey/Black', 'Black/Black/White', 'White/White/Pure Platinum/Metallic Silver', 'White/Baltic Blue/Football Grey/Bright Crimson', 'Mica Green/Black/Volt/White', 'Game Royal/Anthracite/Summit White/White', 'University Red/Anthracite/Summit White/White', 'White/Pure Platinum/Metallic Silver', 'Black/Smoke Grey/White', 'Light Smoke Grey/Khaki/Metallic Silver/Black']",DA5455-616,4.5,50.0,78.0,59.33,10.0,5.0,50.0
908,23,"['University Red/White/White', 'Game Royal/White/White', 'Black/White', 'Midnight Navy/White/White', 'Wolf Grey/White/White']",DZ2906-600,4,25.0,50.0,58.33,2.0,2.0,100.0
909,2,['Khaki/White/White'],DV0804-200,4.9,50.0,100.0,54.76,7.0,1.0,14.29
910,13,"['Thunder Blue/White', 'Black/Black/White']",DQ9624-400,4.9,50.0,100.0,55.95,28.0,5.0,17.86
911,17,"['White/Light Photo Blue', 'White/Malachite/White/Black', 'White/White/Light Smoke Grey']",DH2987-112,4.7,56.0,69.0,42.49,525.0,13.0,2.48
912,6,"['White/Football Grey/University Red/Hyper Violet', 'White/Pure Platinum/Blue Tint/Midnight Navy', 'White/Pure Platinum/Blue Tint/Wolf Grey', 'White/Black/Blue Tint/University Red', 'Black/Teal Nebula/Hyper Pink/White', 'White/Blue Tint/Pure Platinum/Black', 'Black/Blue Tint/Anthracite/White', 'White/Phantom/Laser Orange/Light Crimson', 'White/Wolf Grey/Pure Platinum/Black', 'Wolf Grey/Cool Grey/Pure Platinum/White', 'University Red/Team Red/Habanero Red/White']",DJ6521-002,4.9,,,,19.0,,
913,16,"['Volt/Black/Hyper Pink/White', 'Black/Dark Smoke Grey/White/Metallic Silver', 'White/Pure Platinum/Metallic Silver/Black']",DX7998-700,3.8,,50.0,50.0,14.0,7.0,50.0
914,17,"['Picante Red/Sail/Earth/Dark Pony', 'Olive Flak/Spring Green/Black/White', 'Khaki/Deep Jungle/Safety Orange/Sea Glass', 'White/Khaki/Vivid Sulfur/Black', 'Black/Reflect Silver/Cool Grey/Wolf Grey']",DR2693-300,4.7,50.0,90.0,48.91,134.0,9.0,6.72
915,17,"['White/Pure Platinum/University Red', 'White/Pure Platinum/Midnight Navy', 'White/Football Grey/University Red/Hyper Violet', 'Black/Blue Tint/Anthracite/White', 'White/Blue Tint/Pure Platinum/Black', 'Black/Dark Smoke Grey/Light Smoke Grey/White']",DJ6517-001,5,50.0,100.0,75.0,2.0,,
916,5,"['Enigma Stone/Black/Dutch Blue/Boarder Blue', 'Multi-Color/Crimson Bliss/Citron Tint/White']",DM0259-900,4,,50.0,50.0,1.0,,
917,17,"['Cedar/Team Red/Lime Blast/White', 'Geode Teal/Teal Nebula/White', 'White/Kelly Green', 'White/Green Strike/Pale Ivory/Midnight Navy', 'Mineral Teal/Gridiron/Bright Cactus/Sail', 'White/Black', 'Black/White']",DV3276-600,4.6,67.0,84.0,64.62,7.0,3.0,42.86
918,17,"['Multi-Color/Multi-Color', 'University Red/University Red']",DX5266-902,,,,,,,
919,15,"['White/Enigma Stone/Gum Light Brown/Fossil', 'White/Total Orange/Black']",CT1726-100,4.5,42.0,84.0,43.05,127.0,4.0,3.15
920,1,['White/White Onyx/Black'],CQ9179-100,4.7,55.0,75.0,43.62,115.0,1.0,0.87
921,19,"['Black/Black/White', 'White/White/White', 'Pilgrim/Pilgrim/White/Black', 'Black/Black/Black', 'White/White/Gum Light Brown/Light Bone', 'Dark Driftwood/Dark Driftwood/Black/White']",DM3494-301,4.8,49.0,86.0,46.96,153.0,9.0,5.88
922,13,"['Black/Neutral Olive/Black', 'Ale Brown/Black/Goldtone/Ale Brown']",805899-202,4.5,56.0,94.0,54.98,107.0,16.0,14.95
923,6,"['Summit White/Coconut Milk/Metallic Gold/White', 'Light Silver/Steam/Mineral Spruce/Blue Jay']",FJ0980-001,5,50.0,100.0,83.33,1.0,1.0,100.0
924,17,"['Black/Dark Smoke Grey/White/Metallic Silver', 'White/Total Orange/Laser Orange/Black', 'Volt/Black/Hyper Pink/White']",DX7999-100,4.4,13.0,75.0,42.67,10.0,4.0,40.0
925,17,"['Black/Pure Platinum/Purple Ink/Burgundy Crush', 'Wolf Grey/Smoke Grey/Black/Volt', 'Black/Racer Blue/Sundial/High Voltage', 'Midnight Navy/Black/Dark Obsidian/Wolf Grey', 'Black/Dark Smoke Grey/Smoke Grey/White', 'Black/Dark Smoke Grey/Iron Grey/Black']",DC8185-010,4.5,49.0,88.0,49.18,57.0,6.0,10.53
926,16,"['Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color']",CW7635-991,,,,,,,
927,16,"['Hyper Turquoise/Fuchsia Dream/White/Black', 'Bright Crimson/White/University Red/Black', 'Guava Ice/Black', 'Black/Hyper Royal/Chrome']",DD9472-040,4.7,34.0,67.0,34.92,53.0,2.0,3.77
928,18,"['White/White/Metallic Silver', 'Black/Black/White', 'White/Baltic Blue/Football Grey/Bright Crimson', 'Volt/Mica Green/Opti Yellow/Black', 'University Red/Anthracite/Bright Crimson/White', 'Game Royal/Anthracite/University Blue/White', 'White/Pure Platinum/Metallic Silver', 'Black/Iron Grey/White', 'Light Smoke Grey/Black/Khaki/White']",DA5456-001,4.6,47.0,82.0,58.56,15.0,7.0,46.67
929,17,"['White/Neutral Grey/Teal Nebula/Cement Grey', 'White/Racer Blue/Flat Silver/Hyper Pink', 'White/Starfish/Black', 'White/Pure Platinum/Racer Blue/Black', 'White/Black/Pure Platinum/Hot Lava', 'White/Dark Smoke Grey/Kumquat']",FQ8829-100,0,,,,0.0,,
930,17,"['White/Pure Platinum/White', 'White/Platinum Tint/Star Blue/Black', 'Smoke Grey/Black/Dark Smoke Grey/Safety Orange', 'Geode Teal/Deep Jungle/White/Purple Ink', 'Anthracite/Volt/Pure Platinum/White', 'Sea Glass/Midnight Navy/Rugged Orange/University Red', 'Black/Racer Blue/Sundial/White', 'White/Coconut Milk/Siren Red/University Red', 'White/Volt/Phantom/Black', 'Black/Iron Grey/White', 'Midnight Navy/White/Black/Pure Platinum']",DJ7883-300,4.5,47.0,89.0,67.17,58.0,38.0,65.52
931,7,"['White/Yellow Ochre/Metallic Gold/Black', 'Off Noir/Action Grape/Sail/Off Noir']",DQ1872-001,5,,50.0,50.0,3.0,,
932,2,"['Court Purple/White/White/Amarillo', 'Pine Green/White/White/Black', 'Pale Ivory/White/Hemp/Jade Ice', 'Pink Bloom/Phantom/Gum Yellow/Mineral Teal', 'Obsidian/White/Hyper Royal/Obsidian', 'Photon Dust/Photon Dust/White/Black', 'Black/Black/White']",DV5477-600,4.7,42.0,89.0,53.67,50.0,15.0,30.0
933,17,['Multi-Color/Multi-Color/Multi-Color'],FZ0814-900,,,,,,,
934,22,"['White/Gum Medium Brown/Black', 'Black/Anthracite/Gum Medium Brown/White', 'Sea Glass/Mica Green/Lime Blast/Sequoia', 'Photon Dust/White/Track Red/Midnight Navy', 'White/Black', 'Black/White']",DV1403-002,4.5,32.0,82.0,46.33,20.0,5.0,25.0
935,1,"['Legend Medium Brown/Legend Coffee/Legend Light Brown/Legend Dark Brown', 'Galactic Jade/Sail/Sky J Mauve/Desert', 'White/Sail/Coconut Milk/Pure Platinum']",FB9891-100,4.9,50.0,94.0,81.33,16.0,16.0,100.0
936,16,"['White/Pure Platinum/University Red', 'White/Pure Platinum/Midnight Navy', 'White/Pure Platinum/Wolf Grey', 'White/Pure Platinum/Blue Tint/Black', 'Black/Blue Tint/Anthracite/White']",DJ6519-104,5,50.0,50.0,66.67,1.0,1.0,100.0
937,17,"['Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color']",DV2273-900,,,,,,,
938,6,"['Black/Volt/Black', 'Metallic Silver/Volt/Black', 'Black/Hyper Royal/Black', 'White/White/White', 'Blackened Blue/Volt/Black', 'White/Black/Metallic Gold']",AT5889-407,4.6,39.0,95.0,45.71,64.0,2.0,3.12
939,16,"['Cedar/White/Lime Blast/Team Red', 'Sundial/Monarch/White', 'Off White/Kelly Green', 'White/Green Strike/Gum Light Brown/Midnight Navy', 'White/Black', 'Black/White']",DV3278-700,2.6,50.0,72.0,44.0,10.0,1.0,10.0
940,1,"['Carbon Green/Electric Green/Pro Green/White', 'Redstone/Black/Desert Orange/Sequoia', 'Vast Grey/Black/White/Electric Green']",DJ3056-004,4.5,49.0,91.0,47.18,65.0,1.0,1.54
941,5,"['Black/Anthracite/White', 'Light Smoke Grey/Bright Mango/Summit White/Iron Grey']",CW1648-003,4.6,58.0,86.0,48.11,297.0,1.0,0.34
942,23,"['White/White/Black', 'White/White/Metallic Vivid Gold']",FD0088-100,0,,,,0.0,,
943,1,"['White/Pure Platinum/Imperial Blue/Multi-Color', 'Thunder Blue/Black/Grey Fog/Light Photo Blue']",DA1105-400,4.5,53.0,90.0,48.48,163.0,4.0,2.45
944,0,[None],,,,,,,,
945,17,"['Black/White/Black', 'White/Midnight Navy/White/Metallic Silver', 'White/Black', 'Black/Black']",416355-001,4.5,52.0,89.0,47.5,601.0,9.0,1.5
946,3,"['Iron Grey/Black/Gum Medium Brown/Phantom', 'Volt/Wolf Grey/Photon Dust/Diffused Blue', 'Phantom/Light Orewood Brown/Green Strike', 'White/Bright Crimson/Obsidian', 'Flat Pewter/Gum Medium Brown/Light Crimson/Phantom', 'Photon Dust/Light Bone/Anthracite/Black', 'Cargo Khaki/Sequoia/Alligator/Light Bone', 'Smoke Grey/Dark Smoke Grey/Light Smoke Grey/White', 'Black/Dark Smoke Grey/Smoke Grey/White']",DO9328-004,4.5,45.0,79.0,43.29,136.0,8.0,5.88
947,17,"['Iron Grey/Dark Smoke Grey/Pure Platinum/Black', 'Medium Olive/Cargo Khaki/White/Sail', 'Midnight Navy/White/Midnight Navy/Sail', 'Black/Black/White/White', 'White/Summit White/Black/Phantom']",DX9428-003,4.8,50.0,80.0,49.22,17.0,3.0,17.65
948,20,"['Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color']",DV3908-900,,,,,,,
949,8,"['Black/Volt/White', 'Ashen Slate/Diffused Blue/University Blue/White', 'Sail/Bicoastal/Campfire Orange/Safety Orange', 'Black/University Red/Lime Blast/White', 'White/Light Smoke Grey/Black', 'Black/Field Purple/University Gold']",FV0400-001,0,,,,0.0,,
950,12,"['White/Game Royal', 'Phantom/Pale Vanilla/Sail/Black', 'White/University Red', 'Black/Black/Black']",FJ5464-010,4.5,75.0,100.0,91.67,2.0,2.0,100.0
951,18,"['Hyper Turquoise/Fuchsia Dream/Black', 'White/Bright Crimson/Black', 'Guava Ice/Black', 'Black/Hyper Royal/Chrome']",DV4337-300,3.8,50.0,50.0,37.04,9.0,1.0,11.11
952,17,"['Black/Black/White', 'Wolf Grey/Wolf Grey/White', 'White/Black/Black', 'Game Royal/Game Royal/White', 'Midnight Navy/Midnight Navy/White', 'Court Purple/Court Purple/White', 'University Red/University Red/White']",DZ3299-400,4.8,45.0,95.0,80.0,9.0,9.0,100.0
953,13,"['Black/Burgundy Crush/Lime Blast/Pure Platinum', 'Midnight Navy/White/Black/Pure Platinum', 'University Red/White/Rugged Orange/Sea Glass', 'Photon Dust/White/Wolf Grey/Black', 'Ashen Slate/White/Football Grey/Black', 'Black/Dark Smoke Grey/White', 'Black/Dark Smoke Grey/Black', 'Black/White/Anthracite/University Red']",DR2695-600,4.6,50.0,84.0,47.37,37.0,3.0,8.11
954,2,"['Varsity Red/White/White', 'Black/Metallic Silver', 'University Blue/White', 'Palomino/Black/Fire Red', 'Bright Citrus/White', 'Tourmaline/Pistachio Frost/White']",DC9835-300,4.5,52.0,89.0,54.59,79.0,18.0,22.78
955,20,"['Black', 'White']",166800C-001,5,50.0,100.0,57.41,9.0,2.0,22.22
956,13,"['Black/Black/White', 'White/White/Black', 'Midnight Navy/Midnight Navy/White']",CZ5478-400,4.6,59.0,90.0,74.5,159.0,,
957,14,"['Team Red/Team Red/White', 'White/Ember Glow/Noble Red', 'White/Deep Jungle/Gum Medium Brown/Green Strike', 'White/Black', 'Black/White']",DV2018-600,4.7,50.0,100.0,61.11,3.0,1.0,33.33
958,21,"['Summit White/Psychic Purple/Black', 'Light Madder Root/Madder Root/Habanero Red/Burgundy Crush']",DM8465-100,5,50.0,100.0,75.0,3.0,,
959,6,"['Black/Anthracite/Black', 'White/Picante Red/Fuchsia Dream/Black', 'Black/Racer Blue/Pure Platinum/High Voltage', 'Geode Teal/Purple Ink/Burgundy Crush/Sea Glass', 'Black/Anthracite/White', 'White/Sea Glass/Blue Joy/University Red']",FJ1056-100,5,50.0,100.0,61.11,6.0,2.0,33.33
960,26,['Multi-Color/Multi-Color/Multi-Color'],FJ4036-900,,,,,,,
961,13,['White/Photo Blue/Black'],DJ5590-103,4.5,50.0,100.0,75.0,2.0,,
962,4,['Cream II/Sail/Black/Black'],DC8877-200,4.9,59.0,92.0,83.67,12.0,12.0,100.0
963,16,"['Black/Black/Gum Light Brown/White', 'White/White/White/Black']",DC7695-100,4.9,47.0,88.0,48.92,17.0,2.0,11.76
964,1,"['Black/Dark Smoke Grey/Pure Platinum', 'Matte Olive/Olive Aura/Citron Tint/Obsidian', 'Laser Blue/Mint Foam/Black/Habanero Red', 'Black/Ashen Slate/Celery/Green Strike']",DA8697-001,4.5,50.0,87.0,45.84,195.0,1.0,0.51
965,22,"['Iron Grey/Luminous Green/Light Silver', 'White/Vivid Sulfur/Track Red/Black', 'White/University Blue/Football Grey/Hyper Royal', 'White/Light Smoke Grey/Photon Dust/Smoke Grey', 'Black/Iron Grey/Light Smoke Grey/White', 'Photon Dust/Barely Volt/White/Baltic Blue']",DV6798-001,5,34.0,100.0,53.0,8.0,2.0,25.0
966,5,['White/Bright Crimson/Pink Blast/Black'],DJ4471-121,0,,,,0.0,,
967,18,"['Bright Crimson/White/University Red/Black', 'Black/Hyper Royal/Chrome']",DD9482-040,4.6,,,,9.0,,
968,2,"['Black/Black/White', 'White/White/Black', 'White/Bright Crimson/Pink Blast/Black']",DJ4487-121,3.8,25.0,25.0,20.83,8.0,1.0,12.5
969,10,"['Black/White/University Red', 'White/Black/Yellow Ochre', 'Neutral Grey/Black/Dark Concord/University Red', 'White/Off Noir/Black', 'Sky J Light Olive/Bright Mandarin/Black/Sail', 'Black/White/Game Royal', 'White/Vivid Orange/Black/Cardinal Red', 'Black/University Red/Anthracite/Dark Concord']",DZ4475-300,4.8,51.0,91.0,60.56,121.0,48.0,39.67
970,10,['Black/Team Crimson/University Gold'],DD0553-002,5,,100.0,100.0,1.0,1.0,100.0
971,6,"['White/Baltic Blue/Action Grape/Siren Red', 'Barely Volt/Black/Volt/Hyper Pink', 'White/Light Liquid Lime/Pink Blast/Black', 'Bright Concord/Black/Vivid Sulfur/Pink Prime', 'Phantom/Rattan/Pale Ivory/Black']",DO7189-100,4.8,47.0,87.0,53.56,30.0,8.0,26.67
972,9,"['Natural/Natural/Natural', 'Smoke Grey/Smoke Grey', 'Earth/Earth', 'Midnight Navy/Midnight Navy']",DM0886-100,3,50.0,100.0,61.11,3.0,1.0,33.33
973,10,"['Hyper Turquoise/Fuchsia Dream/Black', 'Bright Crimson/White']",FN8406-300,4.6,20.0,77.0,46.92,32.0,14.0,43.75
974,20,['White/Black/New Orchid'],DZ5961-100,0,,,,0.0,,
975,2,"['Light Iron Ore/Sail', 'Celestial Gold/Sail', 'Sail/Coconut Milk/Rust Oxide']",DN1856-002,4.8,55.0,88.0,49.24,106.0,5.0,4.72
976,0,"['Sail/Sail/Rattan/Black', 'Sail/Total Orange/Laser Orange/Cobalt Bliss', 'White/Volt/Racer Blue/Black', 'Coconut Milk/Mint Foam/Volt/Cave Purple', 'Black/White/Sail/Metallic Gold Grain', 'White/Metallic Silver/Black', 'White/Clear Jade/Light Ultramarine/Deep Jungle', 'Hyper Pink/Laser Orange/Black', 'University Red/Sea Glass/White/Blue Joy']",FN3435-148,5,50.0,100.0,83.33,1.0,1.0,100.0
977,10,['Black/Total Orange/White'],DD0535-002,0,,,,0.0,,
978,16,"['Black/White/Yellow Ochre', 'White/Black/University Red', 'White/Game Royal/Black', 'Black/White/Metallic Gold', 'Black/Anthracite/Cool Grey', 'Black/White/Wolf Grey/Varsity Red']",FB1396-070,4.2,48.0,72.0,67.54,23.0,19.0,82.61
979,18,"['White/White/Black/Black', 'White/Varsity Royal/White/Varsity Red', 'Black/Black/White/White']",DH9227-101,4.2,37.0,63.0,35.56,15.0,1.0,6.67
980,1,"['Black/Metallic Gold/Anthracite/Black', 'Black/Anthracite/White/Pure Platinum', 'Black/Anthracite/Smoke Grey/Track Red', 'Vast Grey/Cool Grey/Summit White/Red Stardust', 'White/Medium Olive/Oil Green', 'Light Bone/Khaki/Dune Red/Summit White', 'Black/Pure Platinum/Light Smoke Grey/White', 'Pure Platinum/University Gold/Cinnabar/Gorge Green', 'Grey Fog/Coconut Milk/Reflect Silver/Pink Foam', 'Black/Pearl Grey/Medium Grey/Dark Beetroot', 'White/Grey Fog/White', 'Black/Dark Grey/Black']",DX2670-001,2,50.0,25.0,37.5,2.0,,
981,10,['Black/Blue Glow/Pimento'],DX5643-002,0,,,,0.0,,
982,24,"['Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color']",FJ8890-905,,,,,,,
983,17,"['Aquarius Blue/Metallic Silver/White/Black', 'Metallic Silver/Sail/Black/Metallic Silver', 'Racer Blue/Black/Flat Silver/White', 'White/Metallic Platinum/Varsity Red', 'Sail/Wolf Grey/Metallic Silver/White', 'Photon Dust/Light Bone/Pale Ivory/Khaki', 'Black/Anthracite/Black', 'Flat Pewter/Light Iron Ore/Metallic Silver/White', 'Pure Platinum/Black/White', 'Coconut Milk/Medium Blue/Photon Dust/Sail']",CD6404-400,4.9,53.0,100.0,67.67,24.0,12.0,50.0
984,10,"['Baroque Brown/Baroque Brown', 'White/Obsidian/Gym Red', 'Light British Tan/Light British Tan', 'Dark Grey/White/Black', 'Anthracite/Black/Black', 'Black/Black/White', 'Black/University Red/Black']",BQ4639-203,4.7,32.0,94.0,42.48,698.0,10.0,1.43
985,13,"['Gridiron/Summit White/Summit White/Black', 'Black/Black/Black/Anthracite', 'Neutral Olive/Action Grape/Light Orewood Brown/Gridiron', 'Laser Orange/Laser Orange/Light Orewood Brown/Light Orewood Brown', 'Light Iron Ore/Flat Pewter/Light Iron Ore/Black']",DV7903-003,4.3,47.0,72.0,47.55,93.0,22.0,23.66
986,8,['Sail/Safety Orange/Black/Stadium Green'],FD0759-133,5,50.0,50.0,66.67,1.0,1.0,100.0
987,9,"['White/Team Red/Lime Blast', 'Ember Glow/White/Noble Red', 'White/Green Strike/Washed Teal/Midnight Navy', 'Gridiron/Cobalt Bliss/Green Strike/Stadium Green', 'Phantom/Gridiron/Bright Cactus/Mineral Teal', 'White/White', 'Black/White']",DR6191-103,4.8,50.0,93.0,61.0,10.0,4.0,40.0
988,1,['White/Pure Platinum/Wolf Grey/White'],CZ6559-110,4.2,50.0,100.0,51.85,18.0,1.0,5.56
989,1,"['Cool Grey/Gamma Blue/Black', 'White/Pure Platinum/White', 'Black/Iron Grey/White/Black', 'White/Noble Green/Pollen/Black', 'White/Phantom/Volt/Black', 'White/Midnight Navy/Black']",DD9315-108,4.8,54.0,82.0,49.65,108.0,14.0,12.96
990,13,"['Hyper Turquoise/Black/White/Fuchsia Dream', 'Bright Crimson/Black/White', 'Black/Hyper Royal/Chrome']",DJ5598-040,4.4,17.0,67.0,28.57,58.0,1.0,1.72
991,20,"['White/White', 'Black/Black']",CW2290-111,4.9,52.0,81.0,47.75,78.0,8.0,10.26
992,5,"['Hyper Turquoise/Fuchsia Dream/White/Black', 'Bright Crimson/White/University Red/Black', 'Black/Hyper Royal/Chrome']",DC9969-600,4.7,37.0,83.0,42.53,66.0,5.0,7.58
993,1,"['White/Black', 'Game Royal/White/Black', 'Black/White', 'Gym Red/White/Black', 'Light Smoke Grey/White/Black', 'University Red/White/White', 'Game Royal/White/White']",CJ8524-401,5,75.0,100.0,87.5,18.0,,
